contentsid;label;contentscd;title;regioncd_value;regioncd_label;region1cd_value;region1cd_label;region2cd_value;region2cd_label;tag
CNTS_000000000020622;음식점;c4;연정식당;1;북부;region1;제주시;11;제주시내;제육볶음,옥돔구이,청국장,한식,공용주차장,화장실,아주어려움
CNTS_200000000012560;음식점;c4;화북빵굽는사람들;1;북부;region1;제주시;11;제주시내;빵,쌀식빵,홍국빵,빵지순례,공용주차장,화장실,무료WIFI,빵,쌀식빵,홍국빵,어린이출입가능,불가능
CNTS_000000000019341;숙박;c3;사랑이꽃피는민박;2;동부;region1;제주시;16;구좌;휴식,공용주차장,현금결제,화장실,흡연구역,지오브랜드
CNTS_000000000022291;축제/행사;c5;제62회 탐라문화제;1;북부;region1;제주시;11;제주시내;커플,혼자,친구,체험관광,액티비티,전시와행사,청년,중/장년,축제,행사
CNTS_000000000021194;관광지;c1;별도연대;1;북부;region1;제주시;11;제주시내;문화유적지,맑음,아주어려움
CNTS_000000000019763;관광지;c1;귤빛캠핑장;1;북부;region1;제주시;15;조천;야영장,캠핑장,액티비티,커플,맑음,여름,체험,레저/체험,캠핑,언택트,어트랙션,반려동물,반려동물동반입장,혼저옵서개,숙박,반려동물동반숙소
CNTS_200000000007170;테마여행;c6;버스타고 관광지 골라가기 <동부 810번 버스여행>;1;북부;region1;제주시;15;조천;맑음,걷기/등산
CNTS_200000000012719;음식점;c4;24시뼈다귀탕동홍점;4;남부;region2;서귀포시;21;서귀포시내;뼈다귀탕,24시,돈까스,공용주차장,화장실,무료WIFI,흡연구역,엘리베이터,장애인전용주차장,장애인화장실,뼈다귀탕,뼈감탕,돈까스,어린이출입가능,가능
CONT_000000000500262;관광지;c1;불탑사 (5층석탑);1;북부;region1;제주시;11;제주시내;문화유적지,사계절,부모,아이,혼자,친구,커플,공용주차장,화장실,음료대,유도및안내시설,아주어려움
CNTS_200000000014223;음식점;c4;더리트리브;4;남부;region2;서귀포시;23;안덕;반려동물,반려동물동반입장,크림라떼,에스프레소,아포가토,초코라떼,아메리카노,카페라떼,바닐라라떼,헤이즐넛라떼,망고에이드,딸기라떼,반려동물동반_식당카페,음식,카페,공용주차장,화장실,무료WIFI,어린이출입불가,불가능
CNTS_000000000022603;테마여행;c6;효리네민박 <촬영지로 만나는 제주 명소>;0;테마여행;region2;서귀포시;;region>;자연,절,곶자왈,숲,실내,계곡,오름,해변,휴식/힐링,걷기/등산,경관/포토,사계절,포토스팟
CNTS_200000000012589;음식점;c4;보말보말;1;북부;region1;제주시;12;애월;애월,보말요리,돌솥밥,공용주차장,화장실,무료WIFI,흡연구역,엘리베이터,장애인화장실,장애인전용주차장,보말돌솥밥정식,보말죽,보말칼국수,어린이출입가능,가능
CONT_000000000500541;관광지;c1;제주난타;1;북부;region1;제주시;11;제주시내;공연,실내,여자,남자,부모,친구,커플,전시/행사,비/바람/눈,실내관광지,어트랙션,무장애관광,공용주차장,현금결제,카드결제,화장실,무료WIFI,음료대,유도및안내시설,경보및피난시설,단독접근가능,장애인화장실,장애인전용주차장,장애인전용객실,쉬움
CONT_000000000500436;관광지;c1;에버리스 골프리조트;1;북부;region1;제주시;12;애월;골프,액티비티,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,편의점,음료대,유도및안내시설,경보및피난시설,아주어려움
CNTS_200000000010754;관광지;c1;솔담한방병원;1;북부;region1;제주시;11;제주시내;의료관광,어트랙션,무장애관광,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,음료대,유도및안내시설,경보및피난시설,일본어통역진료가능,단독접근가능,단차없음,시각장애인접근성,장애인화장실,승강기,장애인전용주차장,쉬움,실내,
CNTS_300000000016010;쇼핑;c2;오월에제주;4;남부;region2;서귀포시;21;서귀포시내;서귀포시,대포동,소품샵,액세서리,잡화,유리공예
CNTS_200000000015249;음식점;c4;한형수정원 테쉬폰카페;3;서부;region1;제주시;13;한림;음식,어려움,에스프레소아메리카노카푸치노카페라떼바닐라라떼카라멜마끼아또카페모카말차라떼초코라떼패션후르츠(백향과)대추차청귤차레몬차히비스커스얼그레이캐모마일플레인요거트스무디백향과스무디딸기스무디소금빵마늘빵,어린이출입가능,
CNTS_300000000016150;테마여행;c6; <오프그리드(off-grid) 제주여행, 템플스테이>;3;서부;region1;제주시;13;한림;제주템플스테이,쉼,힐링,여유,템플스테이,제주워케이션
CNTS_200000000014098;음식점;c4;올티스;1;북부;region1;제주시;15;조천;음식,럭셔리트래블인제주,녹차,말차,홍차,차
CNTS_200000000014802;음식점;c4;비스마일;1;북부;region1;제주시;12;애월;애월,카페,크로플,크로플
CNTS_200000000010753;테마여행;c6;겨울 그리고 봄 〈웨딩스팟 & 촬영 팁〉;1;북부;region1;제주시;12;애월;제주,신혼여행,신혼부부,제주웨딩,셀프웨딩,웨딩스냅,웨딩여행,예비부부,겨을웨딩,봄웨딩,겨울신혼여행,겨울스냅,혼인지,1100고지,군산오름,귤밭,동백포레스트,위미리,신풍리,이승악둘레길,청초밭
CNTS_200000000010237;축제/행사;c5;제주민속촌 수국축제 - 초가마을 도채비꽃 한마당;2;동부;region2;서귀포시;26;표선;전시와행사,휴식/치유,봄,경관/포토,커플,친구,아이
CNTS_000000000021308;숙박;c3;더들집;2;동부;region1;제주시;16;구좌;숙소,민박,농어촌민박,온돌방,독채,주방기구,자연경관,공용주차장,화장실,무료WIFI
CNTS_000000000022709;테마여행;c6;쌀쌀한 계절, 국물이 당긴다! <제주시 속풀이 국물 맛집>;0;테마여행;region1;제주시;;region>;식도락,실내,친구,커플,혼자,겨울
CNTS_300000000016100;관광지;c1;제주소리;1;북부;region1;제주시;11;제주시내;민요,노래,명창,노동요,러닝홀리데이인제주,2~3시간
CNTS_200000000010601;테마여행;c6;제주마을산책 〈가을, 한경면〉 (상);1;북부;region1;제주시;11;제주시내;,제주마을산책,제주한달살이,워케이션,제주마을,로컬여행,추천마을여행,제주가을여행,도보여행
CNTS_000000000019683;숙박;c3;놀멍쉬멍고르멍;2;동부;region1;제주시;16;구좌;휴식,숙소,민박,펜션,휴양펜션,독채,주차장,공공와이파이존,온돌방,가족,방갈로숙박촌,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,유도및안내시설,경보및피난시설,아주어려움
CONT_000000000501065;숙박;c3;제주통나무휴양펜션;2;동부;region2;서귀포시;26;표선;휴식,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,음료대,유도및안내시설,경보및피난시설,어려움
CNTS_000000000019534;관광지;c1;닭머르해안길;1;북부;region1;제주시;15;조천;해변,일몰,걷기/등산,맑음,가을,도보여행,도보,억새,실외,포토스팟
CNTS_000000000020477;음식점;c4;신산리마을카페;2;동부;region2;서귀포시;17;성산;카페,아이스크림,녹차,초콜릿,음식,아메리카노,카페라떼,청귤차,녹차라떼,레몬차,레몬에이드,복숭아아이스티,아포가토,홍차,카모마일,페퍼민트,라떼,차,에이드,아이스티,바닐라라떼,카페모카,카라멜마끼아또,카푸치노,초코라떼,스무디,딸기스무디,블루베리스무디,망고스무디,바닐라아이스크림,녹차아이스크림,케이크,치즈케이크,초코케이크,와플,아이스크림와플,공용주차장,현금결제,카드결제,화장실,음료대,유도및안내시설,경보및피난시설
CNTS_000000000022340;관광지;c1;간세공방;4;남부;region2;서귀포시;21;서귀포시내;실내,액티비티,비.눈,사계절
CNTS_300000000015714;음식점;c4;아니따파스타;3;서부;region1;제주시;13;한림;한림,파스타,전복,새우,딱새우,감태,리조또,감태페스토파스타
CNTS_000000000022381;음식점;c4;명성식당;1;북부;region1;제주시;11;제주시내;돔베고기,갈치구이,생선조림,한식,된장찌개
CNTS_000000000020500;음식점;c4;성산 어멍횟집;2;동부;region2;서귀포시;17;성산;생선탕수,해산물모듬,활어회,한식,횟집,음식,고등어회,회,광어회,해산물,해산물모둠,전복구이,옥돔구이,갈치튀김,초밥,매운탕,지리탕,새우탕,딱새우,갈치회,방어회,전복회,갈치구이,고등어구이,연어회,멍게,뿔소라,문어숙회,새우튀김,다금바리회,돌돔회,감성돔,참돔회,우럭회,성게미역국,전복죽,회덮밥,돈까스,돈가스,물회,한치물회,전복물회,소라물회,모듬물회,공용주차장,현금결제,카드결제,화장실,무료WIFI,어린이출입가능,가능
CONT_000000000500201;관광지;c1;물메(물미, 수산봉);1;북부;region1;제주시;12;애월;커플,혼자,친구,경관/포토,휴식/힐링,가을,오름,청년,자연경관,포토스팟,화장실
CNTS_200000000008356;음식점;c4;머문카페;2;동부;region1;제주시;16;구좌;카페,커피,디저트,공용주차장,현금결제,카드결제,화장실,무료WIFI,경보및피난시설,카드결제,현금결제,위챗,토스,영어,일본어,단독접근가능,단차없음,승강기,쉬움
CNTS_000000000019074;관광지;c1;제주올레 18-1코스;1;북부;region3;섬 속의 섬;32;추자도;올레,걷기/등산,친구,혼자,봄,가을
CONT_000000000500673;관광지;c1;하고수동해변;2;동부;region3;섬 속의 섬;31;우도;해변,휴식/힐링,친구,커플,맑음,여름,공용주차장,아주어려움
CNTS_000000000022037;관광지;c1;조이다이브;4;남부;region2;서귀포시;21;서귀포시내;해수욕장,액티비티,친구,커플,맑음,체험,레저/체험,해변,물놀이,수상레저,어트랙션,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,음료대
CNTS_200000000015060;쇼핑;c2;일출나라(이쁜선물가게);2;동부;region2;서귀포시;17;성산;성산,성산일출봉,기념품샵,쇼핑
CONT_000000000500672;관광지;c1;핀크스 골프클럽;4;남부;region2;서귀포시;23;안덕;골프,액티비티,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,편의점,음료대,유도및안내시설,경보및피난시설,아주어려움
CNTS_000000000022799;테마여행;c6;18,000 신들의 어머니, 금백조 신화가 있는 <송당마을 여행기>;0;테마여행;region2;서귀포시;;region>;마을,민속,오름,체험관광,문화유적지,사계절
CNTS_000000000018162;숙박;c3;제주 호텔 더원;1;북부;region1;제주시;11;제주시내;호텔,숙소,4성급호텔,공공와이파이존,주차장,엘리베이터,비즈니스센터,관광호텔,무장애관광,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,편의점,유도및안내시설,경보및피난시설,엘리베이터,단차없음,장애인화장실,승강기,장애인전용주차장,수동휠체어대여가능,장애인전용객실,쉬움
CNTS_200000000013088;음식점;c4;바로족발보쌈 본점;1;북부;region1;제주시;11;제주시내;노형,족발,보쌈,불족,음식,식당,매운불족발,냉채족발,막국수,메밀물막국수,메밀비빔막국수,화장실,무료WIFI,족발,보쌈,불족,어린이출입가능,가능
CNTS_200000000009202;테마여행;c6;공항 가기 전 짜투리 시간도 알차게! <제주시 숲길>;1;북부;region1;제주시;11;제주시내;부모,제주시숲길,한라수목원,신산공원,사라봉,한라생태숲,오라올레
CNTS_000000000021319;음식점;c4;고객식당;1;북부;region1;제주시;11;제주시내;갈치,고등어,한식,음식,갈치조림,제주갈치조림,고등어조림,고등어구이,갈치구이,제주갈치구이,갈치국,성게미역국,옥돔구이,미역국,공용주차장,현금결제,카드결제,화장실
CNTS_300000000015762;음식점;c4;꼬스뗀뇨;2;동부;region1;제주시;16;구좌;구좌읍,종달리,카페,코코넛커피,에이드,스무디,짜이,밀크티,꽃차,소금빵,츄러스,잠봉갈레트,코코넛커피
CNTS_000000000020816;음식점;c4;성미식당;1;북부;region1;제주시;11;제주시내;고등어해장국,해장국,고등어회,한식,음식,삼치회,고등어,고등어조림,삼합,회,고등어구이,옥돔구이,물회,한치물회,자리물회,한치회,전어회,김치찌개,갈치조림,매운탕,조기매운탕,공용주차장,현금결제,카드결제,화장실,흡연구역,편의점,음료대,아주어려움
CONT_000000000501267;음식점;c4;산방식당(모슬포본점);3;서부;region2;서귀포시;22;대정;밀냉면,비빔밀냉면,수육,한식,향토음식,음식,냉면,2022고메페스타,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,음료대,유도및안내시설,경보및피난시설,아주어려움
CNTS_000000000019607;숙박;c3;다솜펜션;4;남부;region2;서귀포시;21;서귀포시내;휴식,숙소,휴양펜션,펜션,바비큐,해수욕장,수상레저,공공와이파이존,온돌방,가족,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,편의점,음료대,유도및안내시설,경보및피난시설,아주어려움
CNTS_200000000013075;음식점;c4;맨도롱해장국;4;남부;region2;서귀포시;21;서귀포시내;겡이국,해장국,몸국,서귀동,서귀포시,소머리국밥,자리물회,황태콩나물해장국,음식,식당,보말칼국수,고기국수,해물뚝배기,한우소머리국밥,뼈해장국,순두부,국밥,순대국밥,돼지국밥,내장국밥,섞어국밥,공용주차장,화장실,무료WIFI,겡이국,겡이죽,몸국,어린이출입가능,불가능
CNTS_200000000013466;테마여행;c6;2022년 여름 놓치지 말아야 할 제주 관광 10선 <다시! 제주 여름에 빠지다>;4;남부;region2;서귀포시;21;서귀포시내;부모,커플,맑음,경관/포토,휴식/힐링,여름,밤,해변,일몰,휴식/치유,포토스팟,힐링,자연경관
CNTS_000000000022474;쇼핑;c2;갈중이;4;남부;region2;서귀포시;23;안덕;기념품
CONT_000000000500189;관광지;c1;명월팽나무군락;3;서부;region1;제주시;13;한림;문화유적지,경관/포토,여름,아주어려움
CNTS_000000000019079;관광지;c1;신대해안;1;북부;region3;섬 속의 섬;32;추자도;해변,경관/포토
CNTS_300000000015736;음식점;c4;중문보말칼국수;4;남부;region2;서귀포시;24;중문;서귀포,중문,보말칼국수,향토음식,몸국,보말죽,수육,보말칼국수
CNTS_000000000019654;관광지;c1;해품은체험농장;2;동부;region2;서귀포시;17;성산;부모,친구,아이,체험관광,맑음,공용주차장
CNTS_000000000022416;음식점;c4;한라산빵 1950;1;북부;region1;제주시;11;제주시내;빵,한라산빵,음료,공용주차장,현금결제,카드결제
CNTS_000000000022034;축제/행사;c5;거문오름 국제트레킹;1;북부;region1;제주시;15;조천;거문오름,트레킹,세계자연유산,축제,행사,언택트,포토스팟,도보,도보여행,오름
CONT_000000000500714;쇼핑;c2;성산-고성오일시장;2;동부;region2;서귀포시;17;성산;전통시장,쇼핑,상점/상가,오일장,관광기념품
CNTS_000000000018400;음식점;c4;명랑스낵;3;서부;region1;제주시;13;한림;떡볶이,왕새우튀김,흑돼지튀김,생맥주,짜장떡볶이,음식,튀김,오징어튀김,아이스크림,화장실,무료WIFI,아주어려움,떡볶이,짜장떡볶이,어린이출입가능,불가능
CNTS_000000000022029;관광지;c1;우도 득성이코지;2;동부;region3;섬 속의 섬;31;우도;경관/포토,맑음
CONT_000000000500784;숙박;c3;호텔레오;1;북부;region1;제주시;11;제주시내;호텔,숙소,4성급호텔,일반숙박,양식레스토랑,공공와이파이존,주차장,비즈니스센터,조식,발렛파킹,관광호텔,안전여행스탬프,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,편의점,음료대,유도및안내시설,경보및피난시설,엘리베이터,장애인화장실,승강기,장애인전용주차장,어려움,4성급
CNTS_000000000021331;음식점;c4;추자도중앙식당;1;북부;region1;제주시;11;제주시내;한식,굴비정식,조기매운탕,갈비탕,정식,음식,김치찌개,매운탕
CNTS_300000000012655;음식점;c4;아스쿰;1;북부;region1;제주시;11;제주시내;수제향초,자몽벵쇼,옥수수파운드,블렌디드티,반려동물,반려동물동반입장,혼저옵서개,반려동물동반_식당카페,공용주차장,화장실,무료WIFI,아스쿰자몽벵쇼,아스쿰블랜디드티,옥수수파운드,얼그레이파운드,어린이출입가능,가능
CNTS_200000000009673;테마여행;c6;제주도의 숨겨진 재미를 찾는 <놀멍, 배우멍 제주마을체험 - 수련활동>;1;북부;region1;제주시;11;제주시내;친구,문화유적지,체험관광,테마여행
CNTS_200000000007335;관광지;c1;갤러리2 중선농원;1;북부;region1;제주시;11;제주시내;혼자,미술/박물관,사계절,전시,예술,문화,카페
CNTS_000000000019940;음식점;c4;어진이네 횟집;4;남부;region2;서귀포시;21;서귀포시내;회,횟집,자리물회,물회,음식,한치물회,전복물회,문어물회,소라물회,매운탕,한치,해물탕,해삼물회,갈치구이,갈치조림,흑돼지구이,성게미역국,몸국,전복죽,양념게장,돌솥밥,전복돌솥밥,회무침,파전,해물파전,옥돔구이,고등어구이,전복장,지리탕,공용주차장,현금결제,카드결제,화장실,무료WIFI,아주어려움,자리물회,한치물회,어린이출입가능,가능
CNTS_000000000018305;음식점;c4;앞뱅디식당;1;북부;region1;제주시;11;제주시내;각재기국,멜국,고등어구이,한식,향토음식,음식,2022고메페스타,튀김,생선조림,돔베고기,강된장,공용주차장,현금결제,카드결제,화장실
CNTS_200000000010618;음식점;c4;고서방해물탕;3;서부;region2;서귀포시;22;대정;해물탕,갈치조림,대정,음식,제주갈치구이,제주갈치조림,식당,갈치구이,고등어조림,고등어구이,옥돔구이,뚝배기,해물뚝배기,해물라면,무장애관광,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,경보및피난시설,카드결제,현금결제,영어,중국어,일본어,단독접근가능,청각장애인접근성,시각장애인접근성,저상버스접근가능,장애인화장실,승강기,장애인전용주차장,쉬움,해물탕,갈치조림,향토음식,어린이출입가능,가능,있음
CNTS_000000000020422;쇼핑;c2;소심한책방;2;동부;region1;제주시;16;구좌;쇼핑,서점,기념품,화장실,아주어려움
CNTS_200000000007063;음식점;c4;흑돼지돈까스 뷔페 밀라네사;1;북부;region1;제주시;11;제주시내;흑돼지,돈까스,뷔페,흑돼지돈까스,키즈존,놀이방,음식,샐러드,수제돈까스,치즈돈까스,돈가스,무장애관광,공용주차장,현금결제,카드결제,화장실,무료WIFI,음료대,유도및안내시설,경보및피난시설,카드결제,현금결제,영어,중국어,스페인어,단독접근가능,시각장애인접근성,저상버스접근가능,장애인화장실,승강기,장애인전용주차장,어려움,돈까스,샐러드바,어린이출입가능,유아의자,수유실,가능,있음
CNTS_200000000010337;관광지;c1;WE호텔 웰니스센터;4;남부;region2;서귀포시;21;서귀포시내;웰니스,뷰티,스파,테라피,헬스케어,호텔,어트랙션,럭셔리트래블인제주
CNTS_000000000019886;관광지;c1;원앙카라반캠핑장앤야영장;4;남부;region2;서귀포시;21;서귀포시내;야영장,캠핑장,액티비티,친구,맑음,여름
CNTS_200000000014699;음식점;c4;닥그네할망;1;북부;region1;제주시;11;제주시내;제주시내,도남동,접짝뼈국,접짝뼈전골,몸국,고사리해장국,산적
CONT_000000000500260;관광지;c1;너븐숭이 4.3기념관;1;북부;region1;제주시;15;조천;4.3,실내,미술/박물관,부모,비.눈,봄,자연경관,문화관광,제주4.3,역사유적,어트랙션,공용주차장,화장실,무료WIFI,음료대,유도및안내시설,경보및피난시설,단독접근가능,단차없음,저상버스접근가능,장애인화장실,장애인전용주차장,쉬움,실내+실외,하,공연/전시,기타,문화관광,1~2시간
CNTS_200000000014304;관광지;c1;디어펫;1;북부;region1;제주시;11;제주시내;반려동물,반려동물동반입장,반려동물공간_기타,애견미용실,애견유치원,애견호텔,공용주차장,화장실,무료WIFI
CNTS_000000000018096;숙박;c3;라자관광호텔;1;북부;region1;제주시;11;제주시내;호텔,숙소,관광호텔,엘리베이터,물품보관서비스,가족호텔,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,편의점,유도및안내시설,경보및피난시설,엘리베이터,단차없음,청각장애인접근성,시각장애인접근성,장애인화장실,승강기,어려움
CONT_000000000501271;음식점;c4;삼무국수;1;북부;region1;제주시;11;제주시내;고기국수,회쟁반국수,향토음식,음식,비빔국수,돔베고기,멸치국수,순두부찌개,현금결제,카드결제,화장실,무료WIFI,흡연구역,음료대,유도및안내시설,경보및피난시설,아주어려움
CNTS_000000000021964;테마여행;c6;푸짐한 양과 가격은 반비례? <제주도민에게 사랑받는 가성비 좋은 제주 식당>;0;테마여행;region1;제주시;;region>;식도락,실내,사계절
CNTS_200000000007853;테마여행;c6;조금 더 특별한 제주도, 제주도 이색체험 <제주도에서 경험하는 특별한 체험. 연인과 함께라면 더 즐거운 제주도!>;0;테마여행;region1;제주시;;region>;체험관광,커플
CNTS_200000000007459;쇼핑;c2;차귀도 오징어;3;서부;region1;제주시;14;한경;쇼핑,차귀도,오징어,한치,쥐포,차귀도포구,현금결제,오징어,한치,쥐포,가능
CNTS_300000000015766;음식점;c4;달팽이식당;4;남부;region2;서귀포시;23;안덕;서귀포,안덕,청국장,불고기,청국장,석쇠구이
CNTS_200000000012093;쇼핑;c2;신세계사이먼 제주 프리미엄 전문점;4;남부;region2;서귀포시;23;안덕;쇼핑,공용주차장,카드결제,화장실,카드결제,현금결제,
CNTS_000000000019194;관광지;c1;위미항;4;남부;region2;서귀포시;25;남원;해변,여자,남자,맑음
CNTS_200000000013406;축제/행사;c5;2024 세계인제주 외국인 커뮤니티 제전;1;북부;region1;제주시;11;제주시내;축제,행사
CNTS_000000000018514;관광지;c1;봉글레산;1;북부;region1;제주시;11;제주시내;오름,걷기/등산,맑음,자연경관
CNTS_000000000019949;관광지;c1;용연카누클럽;1;북부;region1;제주시;11;제주시내;커플,친구,맑음,경관/포토,휴식/힐링,체험관광,액티비티,청년,휴식/치유,체험,레저/체험,포토스팟,waterleisure,수상레저,어트랙션,현금결제,카드결제,화장실
CNTS_200000000009573;음식점;c4;호도제과;4;남부;region2;서귀포시;21;서귀포시내;빵집,베이커리,카페,음식,빵,밤식빵,우유식빵,샌드위치,식당,현금결제,카드결제,무료WIFI,카드결제,현금결제,어려움
CNTS_000000000022763;음식점;c4;카페소금;1;북부;region1;제주시;12;애월;소금라떼,카페,라떼,음료,음식,아메리카노,카페라떼,2022고메페스타,커피,플랫화이트,연유라떼,프라페
CNTS_200000000010793;테마여행;c6;고소한 냄새가 바다 건너까지, 가을엔 빵을 먹겠어요 <제주 빵집> ;1;북부;region1;제주시;12;애월;제주,빵집,베이커리,빵,불란서식과자점사계리,저스트브레드,미쁜제과,레이어스베이크하우스
CONT_000000000501277;음식점;c4;서문뒷고기;1;북부;region1;제주시;11;제주시내;흑돼지,두루치기,한식,음식,오겹살,삼겹살,항정살,가브리살,흑돼지구이,돼지구이,김치찌개,된장찌개,냉면,현금결제,카드결제,화장실,무료WIFI,흡연구역,음료대,유도및안내시설,경보및피난시설,아주어려움
CNTS_000000000018104;관광지;c1;중문컨트리클럽;4;남부;region2;서귀포시;24;중문;골프,액티비티,체험,레저/체험,어트랙션,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,음료대,유도및안내시설,경보및피난시설,장애인전용주차장,아주어려움
CNTS_200000000013988;테마여행;c6;2022년 서쪽 제주 억새 명소 <영화 속 주인공으로 만들어주는 제주 억새 군락지 3선 >;4;남부;region2;서귀포시;24;중문;가을
CNTS_200000000012772;음식점;c4;헬로키티카페 제주아일랜드점;4;남부;region2;서귀포시;23;안덕;헬로키티,플레인요거트,와플,케이크,음식,카페,에스프레소,아메리카노,카페라떼,카푸치노,바닐라라떼,카라멜라떼,카라멜마끼아또,카페모카,라떼,녹차,자스민티,페퍼민트,초코라떼,차,녹차라떼,고구마라떼,아이스티,복숭아아이스티,레몬에이드,에이드,요거트아이스크림,아이스크림,치즈핫도그,칠리소시지핫도그,크로크무슈,핫도그,디저트,공용주차장,화장실,무료WIFI,아메리카노,요거트아이스크림,와플,케이크,어린이출입가능,불가능
CNTS_200000000013099;음식점;c4;황금손가락 노형점;1;북부;region1;제주시;11;제주시내;노형동,신비의도로,초밥,음식,식당,연어초밥,모듬초밥,특초밥,장어초밥,활어초밥,참치초밥,새우초밥,간장새우초밥,참치,모듬참치,사시미,모둠사시미,광어초밥,도로초밥,계란초밥,전복초밥,유부초밥,공용주차장,화장실,무료WIFI,모듬초밥,특초밥,황금초밥,어린이출입가능,가능
CNTS_300000000012863;관광지;c1;사려니팜;1;북부;region1;제주시;15;조천;아이,가족,동물체험,체험관광,자연경관,자연체험,자연휴양림,동물먹이주기,공용주차장,카드결제,화장실,무료WIFI,유도및안내시설,카드결제,영어,단독접근가능,저상버스접근가능,장애인화장실,쉬움,실내+실외,하,체험,동물먹이체험,자연휴양림산책,2~3시간
CNTS_200000000012581;음식점;c4;제주축협한우플라자;1;북부;region1;제주시;11;제주시내;소고기,한우,제주한우맛집,음식,식당,한우모듬,치마살,부채살,살치살,생갈비,양념갈비,꽃등심,차돌박이,등심,무장애관광,공용주차장,화장실,무료WIFI,엘리베이터,장애인전용주차장,명품등심,특선모둠,살치살,어린이출입가능,가능
CNTS_000000000001530;관광지;c1;세인트포골프장;2;동부;region1;제주시;16;구좌;골프,액티비티,체험,레저/체험,어트랙션,공용주차장,현금결제,카드결제,화장실,무료WIFI,흡연구역,편의점,음료대,유도및안내시설,경보및피난시설,단차없음,청각장애인접근성,시각장애인접근성,쉬움
CNTS_200000000007319;테마여행;c6;마라도 100분 여행;2;동부;region1;제주시;16;구좌;경관/포토,휴식/힐링,문화유적지
CNTS_000000000021060;관광지;c1;월령포구;3;서부;region1;제주시;13;한림;커플,친구,일몰,올레,문화유적지,포구,공용주차장,아주어려움
CNTS_000000000022892;테마여행;c6;지금 핫한 이곳 <동문재래시장 야시장을 즐기는 다섯 가지 방법>;0;테마여행;region1;제주시;;region>;식도락,전통시장,야시장,밤,카페,실내,쇼핑,경관/포토,친구,커플,혼자
CONT_000000000500193;관광지;c1;모슬봉 (모슬개오름);3;서부;region2;서귀포시;22;대정;부모,커플,혼자,친구,아이,맑음,오름,자연경관,도보여행,도보,어린이
CNTS_200000000010338;관광지;c1;환상숲곶자왈 담앙족욕;3;서부;region1;제주시;14;한경;환상숲,저지리,족욕,곶자왈,숲,마을관광,웰니스,체험,어트랙션,식물군락지
CNTS_000000000001121;음식점;c4;부두식당 (모슬포);3;서부;region2;서귀포시;22;대정;조림,갈치조림,우럭조림,쥐치조림,방어,음식,방어회,제주갈치조림,고등어회,고등어구이,2022고메페스타,공용주차장,현금결제,카드결제,화장실,음료대,경보및피난시설,아주어려움
CNTS_200000000012604;음식점;c4;그때그집 함덕;1;북부;region1;제주시;15;조천;함덕해수욕장,흑돼지,서우봉,음식,식당,오겹살,목살,흑돼지김치찌개,공용주차장,화장실,무료WIFI,흡연구역,엘리베이터,장애인화장실,장애인전용주차장,김치찌개,흑돼지오겹살,백돼지세트,어린이출입가능,불가능
CNTS_200000000014995;쇼핑;c2;제주이야기용두암점;1;북부;region1;제주시;11;제주시내;제주시내,용담,기념품샵,화장품,잡화
CNTS_200000000011253;테마여행;c6;꽃길 따라 떠나는 봄날의 제주 ✿ <제주 봄꽃 여행 - 중문편>;1;북부;region1;제주시;11;제주시내;중문,봄꽃,봄,꽃,서귀포,벚꽃,유채꽃,동백,매화,엉덩물계곡,예래동,베릿내,소소식당,미남미녀,면세점
CNTS_000000000021643;음식점;c4;원조마라도짜장면;3;서부;region2;서귀포시;22;대정;중식,자장면,톳,짬뽕,음식,해물짬뽕,탕수육,해물짜장,짜장면
CNTS_000000000021052;음식점;c4;까망돼지;4;남부;region2;서귀포시;21;서귀포시내;흑돼지,근고기,초벌구이,숯불구이,음식,黒豚,흑돼지구이,돼지구이,김치찌개,돼지김치찌개,공용주차장,화장실,아주어려움
CONT_000000000500811;숙박;c3;나미송 머무는 곳;1;북부;region1;제주시;12;애월;민박,공용주차장,현금결제,카드결제,화장실,무료WIFI,음료대,경보및피난시설,아주어려움
CNTS_200000000007619;음식점;c4;금보가든;1;북부;region1;제주시;15;조천;한정식,흑돼지,삼계탕,토종닭,음식,흑돼지구이,두루치기,볶음밥,막걸리,흑돼지두루치기,누룽지삼계탕,토종닭백숙,공용주차장
CNTS_200000000010334;관광지;c1;관음사 야영장;1;북부;region1;제주시;11;제주시내;캠핑,관음사,한라산
